Elm	Domain	interactorElm	interactorDomain	StartElm	StopElm	StartDomain	StopDomain	AffinityMin	AffinityMax	PMID	taxonomyElm	taxonomyDomain	
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	215	263	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	91	145	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	264	330	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q8WTV1	P51610	177	180	146	208	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	215	263	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	91	145	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	264	330	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NVV9	P51610	134	137	146	208	None	None	20200153	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	215	263	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	91	145	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	264	330	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q5VV67	P51610	1295	1298	146	208	None	None	18343819	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q04637	P07260	612	618	38	199	None	None	7651417,14675538	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	O43432	P06730	624	630	38	200	None	None	10394359	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	P39935	P07260	452	458	38	199	None	None	9118949	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	P39936	P07260	423	429	38	199	None	None	9118949	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	O61380	P48598	621	627	82	242	None	None	10872469	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_eIF4E_1	PF01652	P12962	P07260	4	10	38	199	None	None	9118949	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	Q13541	P06730	54	60	38	200	None	None	10394359,10406811	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q13542	P06730	54	60	38	200	None	None	10406811	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q03387	P29557	66	72	41	200	None	None	9118949	"4565"(Triticum aestivum)	"4565"(Triticum aestivum)
LIG_eIF4E_1	PF01652	O60516	P06730	40	46	38	200	None	None	10394359	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_1	PF01652	Q8TEQ6	P07260	992	998	38	199	None	None	16739988	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
LIG_eIF4E_1	PF01652	Q9VMA3	P48598	327	333	82	242	None	None	14685270	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_eIF4E_1	PF01652	Q10475	P78954	830	836	39	201	None	None	9326485	"284812"(Schizosaccharomyces pombe 972h-)	"284812"(Schizosaccharomyces pombe 972h-)
LIG_eIF4E_2	PF01652	O00571	P06730	38	44	38	200	None	None	17667941	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	Q9BY44	P06730	446	452	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	O15523	P06730	38	44	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	Q5C9Z4	P06730	338	344	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_eIF4E_2	PF01652	O75821	P06730	213	219	38	200	None	None		"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	P55017	O95747	19	23	434	465	None	None	18270262	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	P55017	Q9UEW8	19	23	452	483	None	None	18270262	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1257	1261	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1257	1261	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1945	1949	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1945	1949	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1859	1863	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1859	1863	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	O88506	1957	1961	460	491	None	None	16263722	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
DOC_SPAK_OSR1_1	PF12202	Q9H4A3	Q6P9R2	1957	1961	434	465	None	None	16263722	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_Integrin_isoDGR_1	PF00362	P03135	P05556	511	513	34	464	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P03135	P08648	511	513	None	None	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P03135	P08648	511	513	489	921	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P03135	P18084	511	513	35	463	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P03135	P06756	511	513	None	None	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P03135	P06756	511	513	467	914	None	None	9883843,16940508	"648242"(Adeno-associated virus 2 Srivastava/1982)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P03077	P29353	244	250	162	318	2.9	3.5	7543098	"10636"(Murine polyomavirus strain A2)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P05106	Q9Y490	767	773	310	401	0.76	0.76	12606711,20739287,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P05106	Q99704	767	773	151	254	37.0	37.0	12606711,20739287,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P06213	Q9Y4H2	993	999	194	296	None	None	7537849,8626723	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P06213	P35568	993	999	160	262	None	None	7537849,8626723	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P06213	P29353	993	999	162	318	None	None	7537849,8626723	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P05106	P29353	767	773	162	318	None	None	12606711,20739287,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P04629	P29353	490	496	162	318	None	None	8524391	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P24394	P35568	491	497	160	262	None	None	8599766,9697832	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P00533	Q99704	1104	1110	151	254	None	None	15476828	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P00533	Q99704	1166	1172	151	254	None	None	15476828	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q92835	P29353	909	915	162	318	None	None	9083021	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q07954	P29353	4501	4507	162	318	None	None	12789267	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q07954	O75553	4501	4507	42	168	None	None	12789267	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	P24394	Q8WU20	491	497	17	109	None	None	8599766,9697832	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF02174	Q61006	Q18PE0	547	553	110	204	None	None	20603078	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_PTB_Phospho_1	PF00640	P05106	P29353	779	785	162	318	None	None	20739287	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P35546	P29353	1057	1063	162	318	3.2	3.2	14607833	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P14784	P29353	358	364	162	318	0.75	0.85	8643566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P16144	P29353	1590	1596	162	318	4.7	4.7	11044453	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	P21860	P29353	1322	1328	162	318	None	None	8026468	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Phospho_1	PF00640	Q92835	P29353	1016	1022	162	318	None	None	9099679	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05556	O75553	777	784	42	168	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF02174	P05556	Q9Y490	777	784	310	401	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P26010	P49757	772	779	39	172	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF02174	P26010	Q99704	772	779	151	254	None	None	12606711	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05067	Q02410	756	763	461	618	0.32	0.32	8887653,10373567,18833287,9321393	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05067	O00213	756	763	None	None	0.2	0.2	8887653,10373567,18833287,9321393	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P05067	O75553	756	763	42	168	0.55	0.55	8887653,10373567,18833287,9321393	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	P08592	P97318	756	763	42	168	None	None	12826668	"10116"(Rattus norvegicus)	"10090"(Mus musculus)
LIG_PTB_Apo_2	PF00640	P12023	Q9DBR4	756	763	None	None	None	None	18650440	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_PTB_Apo_2	PF02174	P05106	Q9Y490	767	774	310	401	218.0	228.0	12535520,18156175	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF02174	P05106	P54939	767	774	310	401	None	None	12535520,18156175	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_PTB_Apo_2	PF00640	Q07954	O00213	4467	4474	None	None	None	None	16382151,15115822	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q07954	O00213	4501	4508	None	None	None	None	15115822,11729193	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q9XWD6	O76337	959	966	61	194	None	None	11729193	"6239"(Caenorhabditis elegans)	"6239"(Caenorhabditis elegans)
LIG_PTB_Apo_2	PF00640	Q07954	Q9UBP9	4501	4508	27	155	None	None	15115822,11729193	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q14114	P97318	860	867	42	168	1.2	1.8	12737822	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_PTB_Apo_2	PF00640	P01130	O75553	822	829	42	168	None	None	9837937	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q8TBB1	P49757	178	185	39	172	None	None	9535908,9846878	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q8TBB1	P16554	178	185	83	205	1.25	2.33	9535908,9846878	"9606"(Homo sapiens)	"7227"(Drosophila melanogaster)
LIG_PTB_Apo_2	PF00640	P16109	P49757	820	827	39	172	None	None	19138666	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q9U485	P16554	1439	1446	83	205	1.7	1.7	10747019	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_PTB_Apo_2	PF00640	Q9NY15	Q9UBP9	2536	2543	27	155	None	None	20599701	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PTB_Apo_2	PF00640	Q8C351	P16554	374	381	83	205	15.0	15.0	18638481	"10090"(Mus musculus)	"7227"(Drosophila melanogaster)
LIG_PTB_Apo_2	PF02174	P05106	Q9Y490	779	786	310	401	None	None	9065427	"9606"(Homo sapiens)	"9606"(Homo sapiens)
TRG_NLS_MonoExtC_3	PF00514	P01106	Q02821	322	328	None	None	None	None	3054508,10745017	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
TRG_NLS_MonoExtN_4	PF00514	P03070	P52293	127	132	None	None	None	None	6096007	"10633"(Simian virus 40)	"10090"(Mus musculus)
MOD_LATS_1	PF00433	P46937-2	Q9NRM7	56	62	992	1046	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	P46937-2	Q9NRM7	56	62	None	None	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	P46937-2	Q9NRM7	104	110	992	1046	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	P46937-2	Q9NRM7	104	110	None	None	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	P46937-2	Q9NRM7	122	128	992	1046	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	P46937-2	Q9NRM7	122	128	None	None	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	P46937-2	Q9NRM7	159	165	992	1046	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	P46937-2	Q9NRM7	159	165	None	None	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	P46937-2	Q9NRM7	376	382	992	1046	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	P46937-2	Q9NRM7	376	382	None	None	None	None	17974916	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	Q9GZV5	Q9NRM7	61	67	992	1046	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	Q9GZV5	Q9NRM7	61	67	None	None	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	Q9GZV5	Q9NRM7	84	90	992	1046	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	Q9GZV5	Q9NRM7	84	90	None	None	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	Q9GZV5	Q9NRM7	112	118	992	1046	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	Q9GZV5	Q9NRM7	112	118	None	None	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	Q9GZV5	Q9NRM7	306	312	992	1046	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	Q9GZV5	Q9NRM7	306	312	None	None	None	None	18227151	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	Q96KQ4	Q9NRM7	378	384	992	1046	None	None	21041410	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00069	Q96KQ4	Q9NRM7	378	384	None	None	None	None	21041410	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_LATS_1	PF00433	Q45VV3	Q9VA38	163	169	1038	1088	None	None	17889654	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
MOD_LATS_1	PF00069	Q45VV3	Q9VA38	163	169	None	None	None	None	17889654	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
MOD_LATS_1	PF00433	P21192	P53894	117	123	690	748	None	None	18715118	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P21192	P53894	117	123	None	None	None	None	18715118	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P21192	P53894	132	138	690	748	None	None	18715118	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P21192	P53894	132	138	None	None	None	None	18715118	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P24276	P53894	37	43	690	748	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P24276	P53894	37	43	None	None	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P24276	P53894	121	127	690	748	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P24276	P53894	121	127	None	None	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P24276	P53894	147	153	690	748	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P24276	P53894	147	153	None	None	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P24276	P53894	159	165	690	748	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P24276	P53894	159	165	None	None	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P24276	P53894	223	229	690	748	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P24276	P53894	223	229	None	None	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00433	P24276	P53894	256	262	690	748	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_LATS_1	PF00069	P24276	P53894	256	262	None	None	None	None	19962308	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_PDZ_Class_1	PF00595	P97288-2	Q3UHD6	382	387	41	131	None	None	15466885	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_PDZ_Class_2	PF00595	P97288-3	Q63ZW7	366	371	None	None	None	None	15466885	"10090"(Mus musculus)	"10090"(Mus musculus)
DEG_APCC_KENBOX_2	PF00400	Q08981	P53197	97	101	None	None	None	None	18596038	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DEG_SCF_TRCP1_1	PF00400	P17181	Q9UKB1	534	539	None	None	None	None	15337770,14532120	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_WW_1	PF00397	P05627	Q8C863	167	170	None	None	None	None	16901904,11828324,15469925	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_WW_1	PF00397	P09450	Q8C863	176	179	None	None	None	None	11828324	"10090"(Mus musculus)	"10090"(Mus musculus)
MOD_NEK2_1	PF00069	O14777	P51955	162	167	8	271	None	None	21832156,12386167	"9606"(Homo sapiens)	"9606"(Homo sapiens)
MOD_NEK2_1	PF00069	P40460	P22209	198	203	25	343	None	None	12386167	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
MOD_NEK2_1	PF00069	P51955	P51955	172	177	8	271	None	None	17197699	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EABR_CEP55_1	PF12180	Q7M6U3	Q8BT07	788	798	171	205	None	None	20176808	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_EABR_CEP55_1	PF12180	Q8IWB6	Q53EZ4	792	802	171	205	None	None	20176808	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EABR_CEP55_1	PF12180	Q9WU78	Q8BT07	798	808	171	205	None	None	20176808	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_EABR_CEP55_1	PF12180	Q8WUM4	Q53EZ4	797	807	171	205	1.5	1.5	18948538,17853893,20176808	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EABR_CEP55_1	PF12180	Q61187	Q8BT07	155	165	171	205	None	None	20176808	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_EABR_CEP55_1	PF12180	Q99816	Q53EZ4	154	164	171	205	1.0	1.0	18948538,17853893,20176808	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_1	PF01753	P70670	P97443	1950	1954	52	90	None	None	12011100	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_MYND_2	PF01753	O75376	Q06455	1033	1037	515	551	30.09	31.06	17560331,23372760	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_2	PF01753	Q9Y618	Q06455	1113	1117	515	551	109.0	109.8	17560331,23372760	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_2	PF01753	Q9Y618	Q06455	1674	1678	515	551	None	None	17560331	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_2	PF01753	O75376	O75398	1033	1037	504	540	2960.0	3200.0	17560331,23372760	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_2	PF01753	Q9Y618	O75398	1113	1117	504	540	4760.0	5840.0	17560331,23372760	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_3	PF01753	Q14318	Q9GZT9	52	56	21	58	0.747	1.043	23413029,19546213	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_3	PF01753	Q15185	Q9GZT9	156	160	21	58	None	None	23413029	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_1	PF01753	P03255	Q15326	113	117	563	598	None	None	11733528	"28285"(Human adenovirus 5)	"9606"(Homo sapiens)
LIG_MYND_1	PF01753	P12978	Q15326	383	387	563	598	None	None	11733528	"10377"(Human herpesvirus 4 (strain B95-8))	"9606"(Homo sapiens)
LIG_MYND_1	PF01753	P12978	Q15326	437	441	563	598	None	None	11733528	"10377"(Human herpesvirus 4 (strain B95-8))	"9606"(Homo sapiens)
LIG_MYND_1	PF01753	Q8IWI9	Q15326	2948	2952	563	598	None	None	11733528	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_MYND_1	PF01753	Q8IWI9	Q15326	2973	2977	563	598	None	None	11733528	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_APCC_TPR_1	SM00028	P51955	P30260	443	445	None	None	None	None	23288039,16648845	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_APCC_TPR_1	SM00028	Q9S7I8	Q8LGU6	445	447	None	None	None	None	21687678,17944809	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
DEG_APCC_TPR_1	SM00028	Q9SZA4	Q8LGU6	455	457	None	None	None	None	21687678,17944809	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
DEG_APCC_TPR_1	SM00028	Q3E906	Q8LGU6	447	449	None	None	None	None	17944809	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
DEG_APCC_TPR_1	SM00028	Q8L3Z8	Q8LGU6	481	483	None	None	None	None	17944809	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
DEG_APCC_TPR_1	SM00028	Q8LPL5	Q8LGU6	479	481	None	None	None	None	17944809	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
DEG_APCC_TPR_1	SM00028	Q12834	P30260	497	499	None	None	None	None	12956947	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_APCC_TPR_1	SM00028	Q9UM11	P30260	494	496	None	None	None	None	15916961,12956947	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_APCC_TPR_1	SM00028	Q9UM13	P30260	183	185	None	None	None	None	11524682	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_APCC_TPR_1	SM00028	Q960N3	Q9VS37	481	483	None	None	None	None	18020708	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
DEG_APCC_TPR_1	SM00028	P53197	P38042	564	566	None	None	None	None	15916961,19362536,12574115	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DEG_APCC_TPR_1	SM00028	Q9UM11	P30260	494	496	None	None	None	None	15916961,12956947	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_APCC_TPR_1	SM00028	P26309	P38042	608	610	None	None	None	None	21118994,15916961,19362536,12574115	"4932"(Saccharomyces cerevisiae)	"559292"(Saccharomyces cerevisiae S288c)
DEG_APCC_TPR_1	SM00028	P53197	P38042	564	566	None	None	None	None	15916961,19362536,12574115	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_PAM2_2	PF00658	Q9HCJ0	P11940	1385	1398	543	614	None	None	20098421,21063388,19716330,20181956	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_2	PF00658	Q8NDV7	P11940	1608	1621	543	614	None	None	21063388	"9606"(Homo sapiens)	"9606"(Homo sapiens)
